REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Census Regions,East South Central,2016,7,3.01397,2.75737,489,471,X,693,163,91,1907,167,69160
Census Regions,West South Central,2016,7,5.3811,4.14892,830,939,X,1307,448,245,3769,235,90843
Census Regions,Mountain,2016,7,3.22648,3.63516,652,665,X,1169,329,306,3121,185,85856
Census Regions,Pacific,2016,7,3.95609,3.99473,496,338,X,1158,152,99,2243,221,56149
Census Regions,New England,2016,8,1.97011,1.64402,205,110,X,388,60,21,784,133,47688
Census Regions,Mid-Atlantic,2016,8,3.11071,3.2303,1321,1100,X,1570,476,213,4680,246,144878
Census Regions,East North Central,2016,8,2.69583,2.99183,908,674,X,1209,298,170,3259,275,108930
Census Regions,West North Central,2016,8,1.83972,2.05468,208,143,X,292,62,24,729,126,35480
Census Regions,South Atlantic,2016,8,3.17326,2.90401,1088,1704,X,2284,664,251,5991,376,206301
Census Regions,East South Central,2016,8,3.58308,3.5733,535,530,X,971,202,83,2321,165,64954
Census Regions,West South Central,2016,8,4.16421,3.64495,796,642,X,1124,286,187,3035,217,83266
Census Regions,Mountain,2016,8,3.3054,3.70346,727,718,X,1180,374,345,3344,190,90294
Census Regions,Pacific,2016,8,3.44144,3.48668,510,363,X,1099,187,95,2254,229,64646
Census Regions,New England,2016,9,2.00001,1.74191,217,114,X,433,52,29,845,135,48510
Census Regions,Mid-Atlantic,2016,9,3.60646,3.52513,1410,1063,X,2035,418,203,5129,238,145498
Census Regions,East North Central,2016,9,2.98311,3.27338,978,671,X,1424,333,161,3567,277,108970
Census Regions,West North Central,2016,9,2.22297,2.31203,211,171,X,346,67,42,837,130,36202
Census Regions,South Atlantic,2016,9,3.11441,3.19445,1193,1960,X,2495,710,255,6613,375,207015
Census Regions,East South Central,2016,9,3.86918,3.57181,501,555,X,938,219,113,2326,157,65121
Census Regions,West South Central,2016,9,4.45234,4.02423,892,725,X,1307,282,195,3401,216,84513
Census Regions,Mountain,2016,9,3.27578,3.69657,671,745,X,1216,352,336,3320,193,89813
Census Regions,Pacific,2016,9,3.33541,3.39772,468,347,X,1122,155,98,2190,226,64455
Census Regions,New England,2016,10,2.54487,2.34589,251,187,X,594,96,30,1158,138,49363
Census Regions,Mid-Atlantic,2016,10,4.12187,3.98459,1500,1274,X,2286,489,264,5813,232,145887
Census Regions,East North Central,2016,10,3.33511,3.38557,958,807,X,1421,353,207,3746,278,110646
Census Regions,West North Central,2016,10,2.4563,2.60636,233,182,X,383,81,43,922,130,35375
Census Regions,South Atlantic,2016,10,3.36634,3.66014,1282,2449,X,2823,917,352,7823,374,213735
Census Regions,East South Central,2016,10,4.45484,4.15753,647,690,X,1100,264,124,2825,168,67949
Census Regions,West South Central,2016,10,4.13488,3.8943,794,718,X,1164,260,209,3145,213,80759
Census Regions,Mountain,2016,10,2.97373,3.3461,530,675,X,946,367,295,2813,186,84068
Census Regions,Pacific,2016,10,3.47181,3.58191,433,327,X,1084,139,91,2074,201,57902
Census Regions,New England,2016,11,2.20908,2.12699,196,184,X,444,85,38,947,134,44523
Census Regions,Mid-Atlantic,2016,11,3.87084,3.4186,1267,943,X,1995,358,216,4779,230,139794
Census Regions,East North Central,2016,11,2.61852,2.75736,829,637,X,1000,300,164,2930,271,106261
Census Regions,West North Central,2016,11,1.9783,2.07538,181,162,X,239,51,36,669,129,32235
Census Regions,South Atlantic,2016,11,2.86465,3.19625,1085,2028,X,2393,747,362,6615,369,206961
Census Regions,East South Central,2016,11,3.25572,3.26628,481,450,X,687,184,83,1885,156,57711
Census Regions,West South Central,2016,11,3.60929,3.17176,658,554,X,873,233,164,2482,215,78253
Census Regions,Mountain,2016,11,2.9048,3.33254,482,722,X,901,393,317,2815,196,84470
Census Regions,Pacific,2016,11,3.06471,3.26637,378,326,X,781,131,83,1699,196,52015
Census Regions,New England,2016,12,2.01418,1.86123,225,149,X,382,60,26,842,138,45239
Census Regions,Mid-Atlantic,2016,12,3.36146,3.13736,1128,841,X,1804,329,205,4307,217,137281
Census Regions,East North Central,2016,12,2.32427,2.4251,683,481,X,957,249,137,2507,278,103377
Census Regions,West North Central,2016,12,1.97428,2.10976,159,152,X,278,54,44,687,123,32563
Census Regions,South Atlantic,2016,12,2.60175,2.91196,1186,1631,X,2165,573,305,5860,375,201239
Census Regions,East South Central,2016,12,3.28233,2.9606,467,407,X,654,168,88,1784,159,60258
Census Regions,West South Central,2016,12,3.41057,3.14241,616,545,X,920,192,152,2425,206,77170
Census Regions,Mountain,2016,12,2.31264,2.58781,350,484,X,663,235,250,1982,192,76590
Census Regions,Pacific,2016,12,2.80157,2.92034,358,273,X,649,133,67,1480,211,50679
Census Regions,New England,2016,13,2.03999,1.88601,188,155,X,442,89,39,913,134,48409
Census Regions,Mid-Atlantic,2016,13,2.35668,2.6011,916,690,X,1442,266,162,3476,195,133636
Census Regions,East North Central,2016,13,2.0694,2.19782,564,480,X,815,243,136,2238,274,101828
Census Regions,West North Central,2016,13,1.84676,1.90668,155,127,X,244,56,44,626,127,32832
Census Regions,South Atlantic,2016,13,2.3555,2.6904,1055,1493,X,1826,588,291,5253,365,195250
Census Regions,East South Central,2016,13,3.39716,2.85302,440,353,X,636,159,92,1680,161,58885
Census Regions,West South Central,2016,13,3.02571,2.76433,605,449,X,741,187,130,2112,190,76402
Census Regions,Mountain,2016,13,2.13386,2.44142,338,447,X,590,229,236,1840,183,75366
Census Regions,Pacific,2016,13,2.6526,2.75166,304,264,X,638,128,65,1399,202,50842
Census Regions,New England,2016,14,1.71331,1.55507,180,110,X,369,41,23,723,130,46493
Census Regions,Mid-Atlantic,2016,14,2.00525,2.19616,685,603,X,1201,209,160,2858,197,130136
Census Regions,East North Central,2016,14,1.58187,1.69519,488,325,X,601,205,133,1752,270,103351
Census Regions,West North Central,2016,14,1.54727,1.7031,119,103,X,266,53,41,582,125,34173
Census Regions,South Atlantic,2016,14,1.98606,2.29126,869,1258,X,1609,490,259,4485,361,195744
Census Regions,East South Central,2016,14,2.56979,2.31894,401,333,X,543,145,80,1502,164,64771
Census Regions,West South Central,2016,14,2.64246,2.36951,452,447,X,627,186,132,1844,169,77822
Census Regions,Mountain,2016,14,1.93223,2.16615,279,441,X,582,217,209,1728,188,79773
Census Regions,Pacific,2016,14,2.12277,2.19982,233,231,X,578,105,90,1237,208,56232
Census Regions,New England,2016,15,1.57636,1.39268,143,103,X,349,48,25,668,132,47965
Census Regions,Mid-Atlantic,2016,15,2.24213,2.29741,808,509,X,1356,214,147,3034,190,132062
Census Regions,East North Central,2016,15,1.43358,1.58427,412,309,X,631,172,136,1660,263,104780
Census Regions,West North Central,2016,15,1.43355,1.56621,108,114,X,238,56,31,547,126,34925
Census Regions,South Atlantic,2016,15,1.84876,2.2382,805,1239,X,1667,478,225,4414,371,197212
Census Regions,East South Central,2016,15,2.65776,2.4775,354,352,X,577,156,86,1525,160,61554
Census Regions,West South Central,2016,15,3.09585,2.50857,495,419,X,767,150,124,1955,182,77933
Census Regions,Mountain,2016,15,1.67255,1.78846,242,296,X,504,186,190,1418,186,79286
Census Regions,Pacific,2016,15,1.769,1.83019,200,172,X,511,74,71,1028,197,56169
Census Regions,New England,2016,16,1.62583,1.423,154,75,X,290,48,28,595,130,41813
Census Regions,Mid-Atlantic,2016,16,2.068,2.27511,784,542,X,1354,227,133,3040,190,133620
Census Regions,East North Central,2016,16,1.43217,1.51013,386,311,X,549,167,109,1522,259,100786
Census Regions,West North Central,2016,16,1.33822,1.35882,89,104,X,210,35,29,467,123,34368
Census Regions,South Atlantic,2016,16,1.96823,2.36865,821,1189,X,1750,435,247,4442,360,187533
Census Regions,East South Central,2016,16,2.40759,2.03058,330,253,X,538,101,77,1299,153,63972
Census Regions,West South Central,2016,16,3.19831,2.54606,546,364,X,821,170,118,2019,181,79299
Census Regions,Mountain,2016,16,1.5413,1.55862,227,255,X,434,123,148,1187,186,76157
Census Regions,Pacific,2016,16,1.48648,1.57051,177,140,X,440,67,52,876,192,55778
Census Regions,New England,2016,17,1.13344,1.0867,120,55,X,255,39,28,497,129,45735
Census Regions,Mid-Atlantic,2016,17,1.81661,1.99549,681,510,X,991,186,155,2523,175,126435
Census Regions,East North Central,2016,17,1.25585,1.3451,375,247,X,476,151,105,1354,264,100662
Census Regions,West North Central,2016,17,1.28388,1.1645,77,70,X,167,29,21,364,124,31258
Census Regions,South Atlantic,2016,17,1.72447,2.13519,778,1137,X,1685,406,241,4247,358,198905
Census Regions,East South Central,2016,17,2.2226,1.84111,282,240,X,473,109,67,1171,159,63603
Census Regions,West South Central,2016,17,2.68773,2.26319,461,363,X,682,130,95,1731,183,76485
Census Regions,Mountain,2016,17,1.35712,1.39404,195,243,X,432,118,129,1117,183,80127
Census Regions,Pacific,2016,17,1.51794,1.57116,187,116,X,395,67,57,822,184,52318
Census Regions,New England,2016,18,1.05605,0.894058,82,53,X,181,36,27,379,122,42391
Census Regions,Mid-Atlantic,2016,18,1.56025,1.67612,606,441,X,752,172,133,2104,184,125528
Census Regions,East North Central,2016,18,1.04127,1.13385,292,211,X,416,105,63,1087,261,95868
Census Regions,West North Central,2016,18,0.867702,0.975386,78,60,X,112,26,22,298,121,30552
Census Regions,South Atlantic,2016,18,1.66133,1.95529,694,880,X,1502,350,180,3606,363,184423
Census Regions,East South Central,2016,18,1.92756,1.52115,225,222,X,333,78,49,907,158,59626
Census Regions,West South Central,2016,18,2.58999,2.11314,435,338,X,630,119,107,1629,184,77089
Census Regions,Mountain,2016,18,1.27379,1.34303,189,239,X,374,97,104,1003,178,74682
Census Regions,Pacific,2016,18,1.63914,1.72385,166,140,X,419,51,60,836,171,48496
Census Regions,New England,2016,19,0.89892,0.764116,95,42,X,132,27,12,308,120,40308
Census Regions,Mid-Atlantic,2016,19,1.38118,1.6301,620,393,X,774,147,112,2046,180,125514
Census Regions,East North Central,2016,19,1.0735,1.19574,359,194,X,401,100,69,1123,254,93917
Census Regions,West North Central,2016,19,0.990956,0.920245,54,54,X,113,26,14,261,118,28362
Census Regions,South Atlantic,2016,19,1.43117,1.73035,766,773,X,1252,252,146,3189,345,184298
Census Regions,East South Central,2016,19,1.66326,1.37583,168,185,X,302,66,46,767,149,55748
Census Regions,West South Central,2016,19,2.11483,1.86221,438,288,X,469,98,109,1402,175,75287
Census Regions,Mountain,2016,19,1.13366,1.21348,199,221,X,314,88,103,925,179,76227
Census Regions,Pacific,2016,19,1.31013,1.36639,160,128,X,284,43,53,668,168,48888
Census Regions,New England,2016,20,0.895756,0.694743,102,31,X,108,24,10,275,115,39583
Census Regions,Mid-Atlantic,2016,20,1.36744,1.54617,594,340,X,717,141,113,1905,180,123208
Census Regions,East North Central,2016,20,1.07755,1.10348,291,187,X,348,113,75,1014,251,91891
Census Regions,West North Central,2016,20,0.632622,0.794024,44,36,X,60,20,9,169,113,21284
Census Regions,South Atlantic,2016,20,1.15366,1.66945,685,691,X,1089,232,125,2822,317,169038
Census Regions,East South Central,2016,20,1.78401,1.41929,218,151,X,281,71,52,773,146,54464
Census Regions,West South Central,2016,20,2.13446,1.91458,406,293,X,468,120,112,1399,178,73071
Census Regions,Mountain,2016,20,1.07936,1.16921,189,151,X,286,77,100,803,167,68679
Census Regions,Pacific,2016,20,1.27713,1.37815,150,112,X,263,41,47,613,157,44480
Census Regions,New England,2016,21,0.845762,0.668108,88,32,X,94,15,12,241,104,36072
Census Regions,Mid-Atlantic,2016,21,1.25959,1.55561,584,323,X,602,123,110,1742,130,111982
Census Regions,East North Central,2016,21,0.828248,0.986485,252,126,X,216,70,82,746,220,75622
Census Regions,West North Central,2016,21,0.446355,0.651334,24,22,X,48,13,6,113,88,17349
Census Regions,South Atlantic,2016,21,1.06161,1.66223,751,579,X,1023,187,150,2690,285,161831
Census Regions,East South Central,2016,21,1.68248,1.377,221,134,X,223,58,38,674,135,48947
Census Regions,West South Central,2016,21,2.22682,1.92056,395,253,X,445,116,99,1308,170,68105
Census Regions,Mountain,2016,21,0.857264,1.01192,152,144,X,244,83,75,698,155,68978
Census Regions,Pacific,2016,21,1.1824,1.27587,137,96,X,227,52,46,558,148,43735
Census Regions,New England,2016,22,0.744632,0.573835,68,25,X,61,8,7,169,104,29451
Census Regions,Mid-Atlantic,2016,22,0.99149,1.43347,629,288,X,547,115,98,1677,178,116989
Census Regions,East North Central,2016,22,0.947184,1.06161,223,154,X,214,76,70,737,222,69423
Census Regions,West North Central,2016,22,0.420932,0.646749,37,13,X,31,5,6,92,87,14225
Census Regions,South Atlantic,2016,22,1.16203,1.61211,767,546,X,930,186,121,2550,284,158178
Census Regions,East South Central,2016,22,1.76067,1.24257,179,154,X,161,70,38,602,135,48448
Census Regions,West South Central,2016,22,1.96849,1.65411,386,216,X,290,93,91,1076,167,65050
Census Regions,Mountain,2016,22,0.860431,1.12264,143,147,X,211,59,76,636,153,56652
Census Regions,Pacific,2016,22,1.13739,1.21295,111,91,X,171,49,24,446,149,36770
Census Regions,New England,2016,23,0.743073,0.672229,92,27,X,71,18,16,224,100,33322
Census Regions,Mid-Atlantic,2016,23,0.994406,1.37634,626,252,X,554,120,91,1643,176,119375
Census Regions,East North Central,2016,23,0.871329,0.856658,231,132,X,185,60,43,651,216,75993
Census Regions,West North Central,2016,23,0.510708,0.608411,30,16,X,26,11,8,91,85,14957
Census Regions,South Atlantic,2016,23,1.0367,1.30852,632,468,X,774,143,101,2118,284,161862
Census Regions,East South Central,2016,23,1.47752,1.06492,156,124,X,143,49,46,518,138,48642
Census Regions,West South Central,2016,23,1.62439,1.36082,249,207,X,219,94,99,868,142,63785
Census Regions,Mountain,2016,23,0.752983,0.854881,156,146,X,153,78,77,610,159,71355
Census Regions,Pacific,2016,23,1.13477,1.19499,119,87,X,187,44,36,473,143,39582
Census Regions,New England,2016,24,0.512698,0.496255,67,15,X,54,12,11,159,100,32040
Census Regions,Mid-Atlantic,2016,24,0.866434,1.32562,617,239,X,512,96,97,1561,174,117756
Census Regions,East North Central,2016,24,0.723019,0.680433,151,75,X,143,57,35,461,199,67751
Census Regions,West North Central,2016,24,0.360994,0.430892,20,9,X,29,5,2,65,83,15085
Census Regions,South Atlantic,2016,24,1.05312,1.29182,607,450,X,717,141,86,2001,275,154898
Census Regions,East South Central,2016,24,1.25141,0.915776,132,110,X,139,48,33,462,135,50449
Census Regions,West South Central,2016,24,1.68693,1.42227,330,221,X,254,77,85,967,166,67990
Census Regions,Mountain,2016,24,0.779566,0.871386,158,138,X,176,63,81,616,158,70692
Census Regions,Pacific,2016,24,1.04591,1.13814,106,93,X,142,46,36,423,147,37166
Census Regions,New England,2016,25,0.398488,0.411629,48,15,X,39,17,8,127,98,30853
Census Regions,Mid-Atlantic,2016,25,0.87678,1.28285,635,242,X,504,103,76,1560,172,121604
Census Regions,East North Central,2016,25,0.571704,0.703522,179,67,X,153,44,29,472,205,67091
Census Regions,West North Central,2016,25,0.29529,0.395893,17,14,X,20,6,2,59,80,14903
Census Regions,South Atlantic,2016,25,0.960318,1.14113,508,389,X,581,128,71,1677,266,146959
Census Regions,East South Central,2016,25,1.05167,0.855587,161,94,X,107,36,23,421,131,49206
Census Regions,West South Central,2016,25,1.46892,1.29609,296,185,X,211,84,87,863,162,66585
Census Regions,Mountain,2016,25,0.61249,0.685296,117,87,X,128,42,64,438,145,63914
Census Regions,Pacific,2016,25,0.942411,1.0288,99,83,X,157,33,26,398,140,38686
Census Regions,New England,2016,26,0.392526,0.419073,57,14,X,29,13,14,127,100,30305
Census Regions,Mid-Atlantic,2016,26,0.902088,1.24181,539,243,X,501,97,71,1451,169,116846
Census Regions,East North Central,2016,26,0.571803,0.776836,180,81,X,132,40,29,462,194,59472
Census Regions,West North Central,2016,26,0.327629,0.464102,22,15,X,22,3,4,66,83,14221
Census Regions,South Atlantic,2016,26,0.798708,1.11927,501,362,X,533,121,68,1585,262,141610
Census Regions,East South Central,2016,26,0.969848,0.759505,98,83,X,88,30,32,331,132,43581
Census Regions,West South Central,2016,26,1.45202,1.24595,282,178,X,207,76,69,812,157,65171
Census Regions,Mountain,2016,26,0.601699,0.721103,88,81,X,164,51,61,445,139,61711
Census Regions,Pacific,2016,26,0.970373,1.06862,106,86,X,134,38,35,399,142,37338
Census Regions,New England,2016,27,0.3677,0.36847,34,7,X,28,8,7,84,97,22797
Census Regions,Mid-Atlantic,2016,27,0.735797,1.10505,456,214,X,393,101,63,1227,162,111036
Census Regions,East North Central,2016,27,0.559594,0.652366,122,75,X,113,44,38,392,195,60089
Census Regions,West North Central,2016,27,0.319244,0.429799,18,12,X,22,7,4,63,81,14658
Census Regions,South Atlantic,2016,27,0.816842,1.09421,467,310,X,552,119,76,1524,262,139278
Census Regions,East South Central,2016,27,0.784731,0.673182,98,54,X,108,17,24,301,130,44713
Census Regions,West South Central,2016,27,1.37793,1.17276,259,164,X,187,79,80,769,160,65572
Census Regions,Mountain,2016,27,0.596645,0.720888,102,92,X,128,49,65,436,148,60481
Census Regions,Pacific,2016,27,0.958057,1.039,91,57,X,116,39,26,329,146,31665
Census Regions,New England,2016,28,0.377947,0.384873,45,11,X,40,8,5,109,99,28321
Census Regions,Mid-Atlantic,2016,28,0.700166,1.00955,451,234,X,376,92,68,1221,168,120945
Census Regions,East North Central,2016,28,0.554316,0.644444,146,102,X,116,53,41,458,197,71069
Census Regions,West North Central,2016,28,0.284233,0.364139,15,11,X,24,6,2,58,84,15928
Census Regions,South Atlantic,2016,28,0.741372,0.921118,382,290,X,486,109,67,1334,253,144824
Census Regions,East South Central,2016,28,0.813873,0.696446,136,76,X,90,26,20,348,132,49968
Census Regions,West South Central,2016,28,1.29377,1.15658,223,168,X,176,60,88,715,160,61820
Census Regions,Mountain,2016,28,0.572132,0.707749,123,102,X,160,40,63,488,150,68951
Census Regions,Pacific,2016,28,0.851029,0.922574,88,70,X,130,27,29,344,145,37287
Census Regions,New England,2016,29,0.396991,0.410541,47,11,X,37,9,13,117,101,28499
Census Regions,Mid-Atlantic,2016,29,0.732209,1.17002,545,250,X,440,82,81,1398,162,119485
Census Regions,East North Central,2016,29,0.510903,0.608606,146,84,X,113,44,26,413,192,67860
Census Regions,West North Central,2016,29,0.225748,0.301349,12,13,X,16,1,2,44,79,14601
Census Regions,South Atlantic,2016,29,0.721723,0.850774,366,268,X,463,89,75,1261,279,148218
Census Regions,East South Central,2016,29,0.793739,0.651671,113,55,X,87,27,28,310,124,47570
Census Regions,West South Central,2016,29,1.16943,1.08326,260,148,X,200,65,63,736,158,67943
Census Regions,Mountain,2016,29,0.592183,0.695939,102,98,X,148,40,68,456,146,65523
Census Regions,Pacific,2016,29,0.752408,0.818303,78,63,X,110,25,18,294,142,35928
Census Regions,New England,2016,30,0.354401,0.381907,40,11,X,45,4,9,109,94,28541
Census Regions,Mid-Atlantic,2016,30,0.78712,1.14486,524,232,X,454,75,69,1354,170,118268
Census Regions,East North Central,2016,30,0.536038,0.583178,128,85,X,117,36,24,390,186,66875
Census Regions,West North Central,2016,30,0.359436,0.378059,16,9,X,25,4,1,55,79,14548
Census Regions,South Atlantic,2016,30,0.749908,0.891501,355,327,X,489,84,60,1315,282,147504
Census Regions,East South Central,2016,30,0.739323,0.641551,103,66,X,101,32,19,321,131,50035
Census Regions,West South Central,2016,30,1.2817,1.10543,238,168,X,157,53,65,681,160,61605
Census Regions,Mountain,2016,30,0.528477,0.619331,96,91,X,129,44,49,409,148,66039
Census Regions,Pacific,2016,30,0.691018,0.766619,76,42,X,105,30,27,280,141,36524
Census Regions,New England,2016,31,0.379867,0.387125,47,10,X,33,9,6,105,89,27123
Census Regions,Mid-Atlantic,2016,31,0.69643,1.09095,443,256,X,431,88,59,1277,159,117054
Census Regions,East North Central,2016,31,0.546369,0.58171,118,81,X,133,35,31,398,194,68419
Census Regions,West North Central,2016,31,0.309809,0.349809,9,14,X,25,3,3,54,81,15437
Census Regions,South Atlantic,2016,31,0.711063,0.842319,369,271,X,409,86,54,1189,274,141158
Census Regions,East South Central,2016,31,0.757431,0.676941,123,65,X,85,25,20,318,123,46976
Census Regions,West South Central,2016,31,1.04982,1.04151,208,130,X,169,53,65,625,159,60009
Census Regions,Mountain,2016,31,0.492621,0.541563,67,90,X,108,35,55,355,148,65551
Census Regions,Pacific,2016,31,0.675102,0.744853,70,50,X,100,22,21,263,128,35309
Census Regions,New England,2016,32,0.333124,0.342803,35,14,X,34,6,5,94,91,27421
Census Regions,Mid-Atlantic,2016,32,0.631042,1.0475,480,211,X,406,89,62,1248,158,119141
Census Regions,East North Central,2016,32,0.491105,0.560753,125,87,X,117,39,27,395,203,70441
Census Regions,West North Central,2016,32,0.20916,0.334381,12,10,X,21,5,2,50,75,14953
Census Regions,South Atlantic,2016,32,0.78975,0.984541,385,316,X,553,103,76,1433,275,145550
Census Regions,East South Central,2016,32,1.21473,0.928355,143,102,X,134,42,39,460,130,49550
Census Regions,West South Central,2016,32,1.10885,1.06289,189,130,X,160,53,60,592,141,55697
Census Regions,Mountain,2016,32,0.395859,0.468803,59,79,X,111,22,20,291,125,62073
Census Regions,Pacific,2016,32,0.712049,0.786206,83,62,X,96,22,27,290,129,36886
Census Regions,New England,2016,33,0.389443,0.420506,49,19,X,53,8,12,141,95,33531
Census Regions,Mid-Atlantic,2016,33,0.596567,0.973171,454,189,X,414,56,55,1168,172,120020
Census Regions,East North Central,2016,33,0.491002,0.553389,119,62,X,142,46,34,403,197,72824
Census Regions,West North Central,2016,33,0.203756,0.338873,10,12,X,22,5,3,52,72,15345
Census Regions,South Atlantic,2016,33,0.863294,1.04135,464,314,X,605,106,55,1544,270,148269
Census Regions,East South Central,2016,33,1.043,0.930819,140,120,X,184,40,25,509,125,54683
Census Regions,West South Central,2016,33,1.11286,1.12547,256,176,X,219,57,74,782,158,69482
Census Regions,Mountain,2016,33,0.42624,0.548159,61,83,X,151,30,20,345,126,62938
Census Regions,Pacific,2016,33,0.806116,0.87847,101,58,X,126,26,27,338,133,38476
Census Regions,New England,2016,34,0.401698,0.399439,51,18,X,41,11,10,131,96,32796
Census Regions,Mid-Atlantic,2016,34,0.6075,1.09291,477,251,X,441,94,69,1332,170,121876
Census Regions,East North Central,2016,34,0.67439,0.698966,168,95,X,171,56,35,525,193,75111
Census Regions,West North Central,2016,34,0.229001,0.425879,14,9,X,45,4,1,73,74,17141
Census Regions,South Atlantic,2016,34,0.97307,1.17858,514,389,X,779,117,68,1867,280,158411
Census Regions,East South Central,2016,34,1.23969,1.51094,161,134,X,237,50,43,625,122,41365
Census Regions,West South Central,2016,34,1.43492,1.33653,272,183,X,316,70,80,921,157,68910
Census Regions,Mountain,2016,34,0.604383,0.611887,72,84,X,178,31,15,380,123,62103
Census Regions,Pacific,2016,34,0.854,0.939548,111,65,X,148,28,28,380,139,40445
Census Regions,New England,2016,35,0.386442,0.36732,42,17,X,54,12,7,132,99,35936
Census Regions,Mid-Atlantic,2016,35,0.7058,1.08589,451,271,X,465,96,62,1345,176,123862
Census Regions,East North Central,2016,35,0.639366,0.674583,133,86,X,199,39,27,484,187,71748
Census Regions,West North Central,2016,35,0.220433,0.350958,8,15,X,28,9,1,61,76,17381
Census Regions,South Atlantic,2016,35,1.06368,1.22551,541,419,X,763,110,79,1912,285,156017
Census Regions,East South Central,2016,35,1.07576,1.29004,131,99,X,160,45,35,470,110,36433
Census Regions,West South Central,2016,35,2.2599,1.65421,311,177,X,469,91,76,1124,157,67948
Census Regions,Mountain,2016,35,0.908871,0.789831,83,76,X,259,29,19,466,120,59000
Census Regions,Pacific,2016,35,1.05859,1.19693,109,77,X,239,23,31,479,140,40019
Census Regions,New England,2016,36,0.564664,0.622571,47,18,X,113,11,8,197,96,31643
Census Regions,Mid-Atlantic,2016,36,0.744288,1.00168,409,224,X,425,84,85,1227,174,122494
Census Regions,East North Central,2016,36,0.647437,0.783414,152,107,X,202,49,33,543,191,69312
Census Regions,West North Central,2016,36,0.464565,0.550548,20,23,X,42,4,2,91,76,16529
Census Regions,South Atlantic,2016,36,1.08154,1.23422,512,430,X,773,142,83,1940,290,157184
Census Regions,East South Central,2016,36,0.830206,1.29359,147,91,X,166,38,35,477,115,36874
Census Regions,West South Central,2016,36,2.34709,1.77585,385,238,X,497,82,87,1289,153,72585
Census Regions,Mountain,2016,36,0.681264,0.693114,86,76,X,173,30,15,380,113,54825
Census Regions,Pacific,2016,36,1.11711,1.27361,121,69,X,194,28,31,443,136,34783
Census Regions,New England,2016,37,0.579147,0.658748,79,19,X,136,20,10,264,95,40076
Census Regions,Mid-Atlantic,2016,37,0.728536,1.03879,434,261,X,460,109,97,1361,173,131018
Census Regions,East North Central,2016,37,0.809529,0.936559,174,112,X,345,44,37,712,192,76023
Census Regions,West North Central,2016,37,0.268109,0.390446,20,10,X,29,7,2,68,70,17416
Census Regions,South Atlantic,2016,37,1.10557,1.28463,596,512,X,921,174,89,2292,299,178417
Census Regions,East South Central,2016,37,1.24334,1.35456,141,129,X,165,47,37,519,121,38315
Census Regions,West South Central,2016,37,2.12751,1.7047,346,232,X,502,86,104,1270,153,74500
Census Regions,Mountain,2016,37,0.710156,0.728102,108,105,X,194,29,24,460,117,63178
Census Regions,Pacific,2016,37,1.40477,1.57016,119,124,X,300,59,51,653,140,41588
Census Regions,New England,2016,38,0.602019,0.658086,80,22,X,140,17,13,272,96,41332
Census Regions,Mid-Atlantic,2016,38,0.789901,1.288,590,312,X,608,105,92,1707,173,132531
Census Regions,East North Central,2016,38,0.815552,0.962562,200,109,X,360,68,41,778,201,80826
Census Regions,West North Central,2016,38,0.47348,0.588052,32,12,X,55,7,7,113,74,19216
Census Regions,South Atlantic,2016,38,1.12615,1.40563,652,539,X,1029,176,101,2497,295,177643
Census Regions,East South Central,2016,38,1.45284,1.54904,200,147,X,200,50,43,640,120,41316
Census Regions,West South Central,2016,38,2.03832,1.5181,346,190,X,381,91,68,1076,151,70878
Census Regions,Mountain,2016,38,0.684674,0.716599,108,85,X,208,32,25,458,117,63913
Census Regions,Pacific,2016,38,1.42952,1.52531,134,124,X,297,68,46,669,132,43860
Census Regions,New England,2016,39,0.572983,0.508522,74,22,X,97,8,18,219,102,43066
Census Regions,Mid-Atlantic,2016,39,1.01797,1.4541,640,312,X,667,120,97,1836,170,126264
Census Regions,East North Central,2016,39,0.969862,1.15704,209,149,X,385,87,63,893,198,77180
Census Regions,West North Central,2016,39,0.434288,0.575362,26,8,X,64,9,5,112,77,19466
Census Regions,South Atlantic,2016,39,1.19049,1.44224,671,578,X,973,194,93,2509,300,173966
Census Regions,East South Central,2016,39,1.81596,1.85271,181,156,X,245,54,41,677,118,36541
Census Regions,West South Central,2016,39,2.25214,1.69145,362,222,X,396,86,102,1168,151,69053
Census Regions,Mountain,2016,39,0.597102,0.627444,89,75,X,151,22,16,353,121,56260
Census Regions,Pacific,2016,39,1.35739,1.5006,144,119,X,319,54,47,683,147,45515
Census Regions,New England,2016,40,0.764382,0.673441,68,52,X,174,24,16,334,133,49596
Census Regions,Mid-Atlantic,2016,40,1.52171,1.55363,830,431,X,774,181,125,2341,231,150679
Census Regions,East North Central,2016,40,0.934902,1.00015,307,152,X,422,80,73,1034,269,103384
Census Regions,West North Central,2016,40,0.786531,0.810951,65,58,X,112,24,23,282,128,34774
Census Regions,South Atlantic,2016,40,1.07269,1.33838,811,623,X,1143,229,134,2940,394,219668
Census Regions,East South Central,2016,40,1.60364,1.37988,226,188,X,320,55,41,830,152,60150
Census Regions,West South Central,2016,40,1.79051,1.67399,447,291,X,560,110,94,1502,223,89726
Census Regions,Mountain,2016,40,0.971091,0.965742,164,172,X,303,64,90,793,192,82113
