REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v
HHS Regions,Region 9,2013,43,532,2.06767,4,0,5,2,0,0,0
HHS Regions,Region 10,2013,43,255,2.35294,4,0,2,0,0,0,0
HHS Regions,Region 1,2013,44,210,1.90476,2,0,2,0,0,0,0
HHS Regions,Region 2,2013,44,591,1.01523,1,0,3,2,0,0,0
HHS Regions,Region 3,2013,44,533,0.375235,0,0,1,0,0,1,0
HHS Regions,Region 4,2013,44,1562,10.9475,33,0,0,115,0,23,0
HHS Regions,Region 5,2013,44,511,3.13112,8,0,2,1,0,5,0
HHS Regions,Region 6,2013,44,794,2.51889,11,0,3,3,0,3,0
HHS Regions,Region 7,2013,44,423,1.18203,1,0,0,1,0,3,0
HHS Regions,Region 8,2013,44,785,4.71338,17,0,6,12,0,2,0
HHS Regions,Region 9,2013,44,613,3.42577,11,0,5,1,0,4,0
HHS Regions,Region 10,2013,44,294,3.7415,4,0,4,1,0,2,0
HHS Regions,Region 1,2013,45,218,1.37615,1,0,2,0,0,0,0
HHS Regions,Region 2,2013,45,664,1.95783,8,0,0,3,0,2,0
HHS Regions,Region 3,2013,45,604,0.827815,2,0,2,0,0,1,0
HHS Regions,Region 4,2013,45,1714,11.6686,39,0,0,144,0,17,0
HHS Regions,Region 5,2013,45,514,4.28016,16,0,2,1,0,3,0
HHS Regions,Region 6,2013,45,956,6.90377,41,0,5,14,0,6,0
HHS Regions,Region 7,2013,45,432,2.08333,4,0,4,0,0,1,0
HHS Regions,Region 8,2013,45,817,5.63035,28,0,6,5,0,7,0
HHS Regions,Region 9,2013,45,676,3.5503,9,0,7,4,0,4,0
HHS Regions,Region 10,2013,45,350,3.42857,9,0,1,0,0,2,0
HHS Regions,Region 1,2013,46,242,2.89256,3,0,3,1,0,0,0
HHS Regions,Region 2,2013,46,686,3.06122,13,0,1,3,0,4,0
HHS Regions,Region 3,2013,46,610,2.29508,9,0,2,1,0,2,0
HHS Regions,Region 4,2013,46,1733,11.1368,42,0,0,130,0,21,0
HHS Regions,Region 5,2013,46,541,6.28466,31,0,2,1,0,0,0
HHS Regions,Region 6,2013,46,1153,8.67303,62,0,2,30,0,6,0
HHS Regions,Region 7,2013,46,405,3.45679,11,0,1,2,0,0,0
HHS Regions,Region 8,2013,46,846,11.2293,76,0,1,16,0,2,0
HHS Regions,Region 9,2013,46,642,4.6729,19,0,6,3,0,2,0
HHS Regions,Region 10,2013,46,345,2.89855,6,0,3,1,0,0,0
HHS Regions,Region 1,2013,47,224,3.125,4,0,1,1,0,1,0
HHS Regions,Region 2,2013,47,722,3.3241,18,0,1,3,0,2,0
HHS Regions,Region 3,2013,47,591,5.07614,26,0,0,0,0,4,0
HHS Regions,Region 4,2013,47,1989,12.9713,64,0,1,149,0,44,0
HHS Regions,Region 5,2013,47,590,10.339,50,0,3,6,0,2,0
HHS Regions,Region 6,2013,47,1186,9.19056,73,0,6,26,0,4,0
HHS Regions,Region 7,2013,47,449,4.89978,21,0,1,0,0,0,0
HHS Regions,Region 8,2013,47,1014,14.6943,125,0,0,24,0,0,0
HHS Regions,Region 9,2013,47,702,4.2735,21,0,5,4,0,0,0
HHS Regions,Region 10,2013,47,372,7.25806,23,0,4,0,0,0,0
HHS Regions,Region 1,2013,48,203,5.41872,8,0,2,1,0,0,0
HHS Regions,Region 2,2013,48,658,4.10334,15,0,3,7,0,2,0
HHS Regions,Region 3,2013,48,520,6.34615,31,0,1,0,0,1,0
HHS Regions,Region 4,2013,48,1983,13.9183,50,0,1,197,0,28,0
HHS Regions,Region 5,2013,48,533,12.758,64,0,1,1,0,2,0
